Date,Open,High,Low,Close,Volume,Turnover
2011/7/8,60.5,60.7,59.9,60.05,14932,899593
2011/7/11,59.85,59.95,59.4,59.65,11993,714983
2011/7/12,59.1,59.1,58.45,58.7,48066,2820749
2011/7/13,58.65,59,58.45,58.7,39175,2299380
2011/7/14,59,59.05,58.45,58.9,39805,2337248
2011/7/15,59,59.25,58.7,59.2,18410,1085949
2011/7/18,59.15,59.2,58.4,59,20727,1219850
2011/7/19,58.85,59.05,58.65,58.9,8282,487389
2011/7/20,59.5,60.5,59.5,60.45,18866,1133065
2011/7/21,60.45,60.6,60.35,60.6,10880,657753
2011/7/22,60.85,61.15,60.8,61,22667,1382242
2011/7/25,60.5,60.85,60.2,60.4,8426,510022
2011/7/26,60.5,61.3,60.5,61.2,15898,970105
2011/7/27,61.2,61.45,61.05,61.35,8730,534834
2011/7/28,60.8,61,60.5,60.85,12995,789603
2011/7/29,60.75,60.9,59.9,59.9,13903,837041
2011/8/1,60.5,60.5,60.15,60.35,9200,554874
2011/8/2,59.9,59.9,59.4,59.55,16234,966367
2011/8/3,58.85,58.85,58.2,58.6,41980,2455504
2011/8/4,58.6,58.85,57.8,57.85,40428,2355743
2011/8/5,55.7,55.7,54.45,54.45,93525,5148697
2011/8/8,54.3,54.65,51.4,53.5,88159,4704481
2011/8/9,51,53.5,50.4,53,137681,7110075
2011/8/10,53.95,54.25,53.4,54.1,51751,2787726
2011/8/11,53.2,54.5,52.7,54.1,35421,1898917
2011/8/12,54.7,54.85,53.4,53.55,38053,2056415
2011/8/15,54.2,54.6,54.1,54.6,13373,727558
2011/8/16,54.8,55,54.1,54.35,14509,791675
2011/8/17,54.35,54.5,53.8,53.95,16712,903174
2011/8/18,53.4,53.45,52.65,52.95,29569,1568453
2011/8/19,51.8,51.9,51.1,51.1,46327,2387285
2011/8/22,51.3,52.45,51.05,51.5,36786,1899903
2011/8/23,52.1,53.35,51.75,53.3,25871,1358144
2011/8/24,53.4,53.4,52.1,52.6,25953,1369369
2011/8/25,53.2,53.3,52.35,52.35,16449,870084
2011/8/26,52.8,53.25,52.6,53.05,19422,1029089
2011/8/29,53.1,54.1,53.1,53.8,21400,1151627
2011/8/30,54,54.4,53.85,54.2,18853,1020787
2011/8/31,54.1,54.6,53.9,54.55,17722,962971
2011/9/1,55.05,56.1,55.05,55.15,35887,1996647
2011/9/2,55.15,55.3,54.65,55.15,14570,801215
2011/9/5,53.95,53.95,53.4,53.6,20965,1125983
2011/9/6,53.3,53.35,52.3,52.55,25736,1358382
2011/9/7,53.35,53.6,52.9,53.55,15671,834398
2011/9/8,54,54.15,53.45,53.7,14965,805907
2011/9/9,53.55,54.75,53.55,54.15,21152,1147001
2011/9/13,53.6,53.75,52.55,52.65,26541,1405765
2011/9/14,53.15,53.2,51.3,51.6,40374,2097393
2011/9/15,52.7,53.05,52.3,52.85,26023,1371411
2011/9/16,53.5,54.15,53.5,54.1,32473,1752374
2011/9/19,53.85,53.85,53.05,53.2,17268,921332
2011/9/20,53.35,53.7,52.5,53.4,18364,975273
2011/9/21,53.4,53.95,53,53.6,9745,521580
2011/9/22,52.6,52.6,51.85,52.1,29986,1562676
2011/9/23,50.5,50.85,49.93,50.35,64026,3218883
2011/9/26,50.25,50.3,49.3,49.32,42235,2104176
2011/9/27,50.5,51.15,50.5,51.1,29805,1515167
2011/9/28,51.2,51.3,50.9,51.15,18621,951922
2011/9/29,50.65,51.75,50.6,51.6,14168,727089
2011/9/30,51.45,51.9,51.25,51.65,11847,610860
2011/10/3,50.75,51,50.15,50.3,26725,1348926
2011/10/4,49.9,50.75,49.5,50.75,19460,975289
2011/10/5,50.9,50.95,50.2,50.25,13796,696382
2011/10/6,51.15,51.55,51,51.25,21006,1077780
2011/10/7,51.8,52.15,51.5,51.55,18355,951463
2011/10/11,52.75,53,52.7,53,24634,1302666
2011/10/12,52.85,53.1,52.5,52.85,10379,548500
2011/10/13,53.2,53.2,52.65,52.8,12110,640452
2011/10/14,52.6,52.9,52.45,52.45,9844,518191
2011/10/17,53.1,53.45,52.8,53.1,12185,647427
2011/10/18,52.5,52.7,52.2,52.55,18730,982604
2011/10/19,52.6,52.75,52.3,52.35,15305,804184
2011/10/20,52.55,52.65,51.75,51.75,19221,1000529
2011/10/21,51.8,51.95,51.55,51.95,16994,879235
2011/10/24,52.45,53.6,52.45,53.6,27555,1469394
2011/10/25,53.65,53.7,53.45,53.6,23611,1265807
2011/10/26,51.6,52.15,51.3,52.15,24027,1242830
2011/10/27,52.15,52.3,51.75,52.25,23253,1210818
2011/10/28,53.4,53.45,52.35,52.4,36430,1926724
2011/10/31,52.8,52.95,52.1,52.2,16940,888579
2011/11/1,52.2,52.85,51.85,52.55,10921,572049
2011/11/2,51.6,52.5,51.45,52.4,23426,1214958
2011/11/3,52,52,51.45,51.45,29386,1517922
2011/11/4,52.2,52.6,52.1,52.3,19731,1034982
2011/11/7,52.3,52.55,52.15,52.4,5859,306927
2011/11/8,52.4,52.85,52.15,52.15,13172,691115
2011/11/9,52.5,52.6,52.1,52.2,9946,520522
2011/11/10,51.25,51.25,50.2,50.55,59839,3037844
2011/11/11,50.65,51.05,50.5,50.9,15852,804453
2011/11/14,51.75,52.25,51.75,52.15,22866,1190191
2011/11/15,52.05,52.1,51.75,51.85,6808,353585
2011/11/16,52.15,52.3,51.1,51.2,20232,1044690
2011/11/17,50.9,51.35,50.5,51.35,16466,838254
2011/11/18,50.7,50.8,50.25,50.3,39882,2013948
2011/11/21,49.9,49.9,49.12,49.23,46585,2301242
2011/11/22,49.23,49.47,48.83,49.02,37161,1824551
2011/11/23,48.8,48.86,47.7,47.85,55897,2689306
2011/11/24,47.8,48.03,47.28,47.86,38817,1852250
2011/11/25,48.24,48.46,47.05,47.44,31967,1522906
2011/11/28,48.08,48.3,47.85,48.29,17183,825538
2011/11/29,48.75,48.75,48.2,48.72,13679,663430
2011/11/30,48.5,48.53,47.75,48.08,13561,652493
2011/12/1,49.6,50.6,49.6,50.3,50086,2509005
2011/12/2,50.1,50.25,49.6,49.82,11023,549623
2011/12/5,49.82,49.82,49.2,49.66,9433,467490
2011/12/6,49.5,49.5,48.67,48.69,14698,719938
2011/12/7,49,49.33,49,49.2,15033,739327
2011/12/8,49.01,49.01,48.4,48.86,14793,720228
2011/12/9,48,48.63,48,48.24,18170,877077
2011/12/12,48.94,49.09,48.63,48.8,12180,595326
2011/12/13,48.37,48.78,48.17,48.55,9931,480826
2011/12/14,48.54,48.6,48.17,48.59,5908,286097
2011/12/15,48.01,48.01,47.5,47.5,21987,1049187
2011/12/16,47.65,47.81,47.45,47.7,15183,723476
2011/12/19,47.4,47.4,46.61,46.74,25844,1212667
2011/12/20,47.05,47.27,46.91,47,7950,374291
2011/12/21,48.55,49.3,48.55,49.28,31925,1563040
2011/12/22,49.27,49.32,48.99,49.16,17260,849274
2011/12/23,49.89,50.25,49.79,50,28469,1423513
2011/12/26,50,50.05,49.8,49.95,11438,571147
2011/12/27,49.85,50,49.62,49.85,15628,778536
2011/12/28,49.75,49.87,49.52,49.57,13472,669505
2011/12/29,49.5,49.72,49.22,49.61,13638,675608
2011/12/30,50,50.15,49.59,49.81,19591,975739
2012/1/2,49.45,49.6,48.94,49.06,11332,556761
2012/1/3,49.5,49.95,49.4,49.7,19462,968039
2012/1/4,49.9,50.15,49.78,50,23081,1153015
2012/1/5,50.1,50.15,49.91,50.15,21098,1055242
2012/1/6,50.1,50.25,49.85,50,28344,1418225
2012/1/9,49.9,49.95,49.63,49.81,14068,700803
2012/1/10,50.2,50.7,50.2,50.7,29306,1480715
2012/1/11,50.7,50.8,50.6,50.65,13542,686837
2012/1/12,50.7,50.85,50.5,50.75,18822,954957
2012/1/13,51.15,51.25,50.75,50.85,39263,2004902
2012/1/16,51.05,51.1,49.75,50.05,28880,1450782
2012/1/17,50.35,50.6,50.1,50.55,15798,795641
2012/1/18,50.55,50.75,50.3,50.4,12507,631832
2012/1/30,51.4,52.3,51.4,51.8,34219,1780543
2012/1/31,52,52.4,51.75,51.95,20611,1073539
2012/2/1,52.2,52.5,52,52.3,24095,1259527
2012/2/2,52.7,52.95,52.5,52.9,20430,1078026
2012/2/3,52.95,53.05,52.75,53.05,35675,1889356
2012/2/4,53.35,53.8,53.35,53.65,35193,1885937
2012/2/6,53.5,53.5,53.15,53.2,18164,968437
2012/2/7,53.3,53.6,53.05,53.3,19816,1056102
2012/2/8,53.5,54.45,53.5,54.45,39001,2103272
2012/2/9,54.05,54.4,53.9,54.4,36140,1956533
2012/2/10,54.25,54.55,53.95,53.95,28592,1549003
2012/2/13,54,54.35,53.75,54.2,26861,1452199
2012/2/14,54.05,54.25,53.6,54,23406,1264230
2012/2/15,54.3,55,54.2,54.9,41672,2276166
2012/2/16,54.65,54.85,54.2,54.25,22868,1247878
2012/2/17,54.8,55.2,54.35,54.75,35449,1943346
2012/2/20,54.8,55.05,54.5,54.7,31809,1739727
2012/2/21,54.5,54.75,54,54.5,15256,828325
2012/2/22,54.3,55.1,54.2,54.85,17125,937733
2012/2/23,54.55,54.75,54.4,54.6,9186,501210
2012/2/24,54.6,54.85,54.25,54.75,9154,499477
2012/2/29,55.25,56,55.25,56,28925,1612404
2012/3/1,55.95,56.2,55.85,55.9,20105,1126510
2012/3/2,56,56.1,55.55,55.6,9085,506340
2012/3/3,55.5,55.55,55.3,55.4,9222,510988
2012/3/5,55.3,55.35,54.8,54.85,17881,981913
2012/3/6,54.9,55.05,54.1,54.6,16219,883460
2012/3/7,54,54.5,54,54.4,11161,605164
2012/3/8,54.4,54.9,54.15,54.7,15209,830033
2012/3/9,54.7,55.05,54.45,54.95,12919,708020
2012/3/12,55,55,54.35,54.35,10019,547428
2012/3/13,54.6,55.3,54.6,55.1,18507,1018488
2012/3/14,56.05,56.2,55.75,55.9,23964,1341865
2012/3/15,55.75,55.9,55.5,55.65,7324,407921
2012/3/16,55.5,55.7,55.4,55.4,8512,472801
2012/3/19,55.45,55.65,54.8,55.25,13387,737059
2012/3/20,55.35,55.35,54.7,54.85,6615,363472
2012/3/21,54.85,55.2,54.8,54.85,7561,415736
2012/3/22,54.95,55.75,54.95,55.6,12652,702269
2012/3/23,55.45,55.6,55.3,55.45,5430,300935
2012/3/26,55,55.25,54.45,54.55,9787,535419
2012/3/27,54.8,55.25,54.75,55.25,10106,555806
2012/3/28,55.45,55.85,55.2,55.45,12035,667844
2012/3/29,55.2,55.2,54.35,54.7,10461,571796
2012/3/30,54.5,54.9,54.2,54.9,8895,485425
2012/4/2,54.9,54.9,54.5,54.7,4413,241357
2012/4/3,54.85,54.9,54.1,54.25,9362,509304
2012/4/5,53.45,53.8,53.05,53.65,14639,781567
2012/4/6,53.6,53.85,53.4,53.75,15955,856068
2012/4/9,53,53.5,52.7,53.1,18842,1001376
2012/4/10,53.55,53.6,52.9,53.1,6630,353298
2012/4/11,52.7,53.45,52.7,53.3,12286,652939
2012/4/12,53.05,53.4,52.85,53.35,9450,502035
2012/4/13,53.8,54.05,53.65,53.95,8535,459863
2012/4/16,53.45,53.8,53.45,53.8,5519,296281
2012/4/17,53.9,53.9,52.9,52.9,21792,1160268
2012/4/18,53.5,53.5,52.95,53,11436,607457
2012/4/19,53.05,53.2,52.5,53.05,9679,511702
2012/4/20,52.9,52.95,52.3,52.35,15623,820875
2012/4/23,52.3,52.4,51.85,52.3,18552,966264
2012/4/24,52.25,52.65,52.05,52.4,6803,355503
2012/4/25,52.6,52.8,52.45,52.7,3255,171343
2012/4/26,52.8,52.85,52.2,52.3,5918,310769
2012/4/27,52.6,53.05,52.1,52.2,12943,678336
2012/4/30,52.1,52.1,51.65,52.05,12293,637993
2012/5/2,52.25,53.35,52.2,53.35,12133,642019
2012/5/3,53.25,53.25,52.95,53.1,5178,274835
2012/5/4,52.8,53.3,52.65,53.2,11425,605745
2012/5/7,52.45,52.45,51.85,52.05,21312,1110096
2012/5/8,52.2,52.25,51.9,52.05,9194,478410
2012/5/9,51.65,51.85,51.35,51.7,22881,1179702
2012/5/10,51.6,52,51.55,51.7,7133,368955
2012/5/11,51.6,51.6,51.05,51.15,29046,1486046
2012/5/14,51.3,51.3,50.95,51.2,10201,521119
2012/5/15,50.9,51.2,50.55,51.2,21664,1102135
2012/5/16,51,51.1,50.1,50.2,32979,1667294
2012/5/17,50.25,50.85,50.25,50.8,7940,401579
2012/5/18,50.05,50.25,49.62,49.67,37830,1888229
2012/5/21,49.95,50.05,49.74,49.95,14716,735013
2012/5/22,50.35,50.4,50.05,50.4,9359,470511
2012/5/23,49.9,49.9,49.39,49.49,23947,1186430
2012/5/24,49.55,49.69,49.15,49.38,12526,617627
2012/5/25,49.45,49.45,48.95,49.01,13504,662903
2012/5/28,49.01,49.47,48.85,49.47,6212,305319
2012/5/29,49.6,50.8,49.6,50.7,17147,865104
2012/5/30,50.35,50.35,49.83,50.1,11746,587648
2012/5/31,49.55,50.15,49.24,50.15,13195,653341
2012/6/1,49.85,49.85,49.1,49.15,13961,689001
2012/6/4,48.2,48.2,47.45,47.68,37180,1775879
2012/6/5,48.42,48.45,48.04,48.3,9723,469562
2012/6/6,48.4,48.72,48.22,48.63,5408,262473
2012/6/7,49.1,49.12,48.63,48.74,6004,293399
2012/6/8,48.57,48.6,47.9,48,12951,622569
2012/6/11,48.86,49.07,48.65,48.99,8364,409172
2012/6/12,48.1,48.61,48.1,48.61,5161,249848
2012/6/13,48.61,48.83,48.46,48.71,3991,194039
2012/6/14,48.71,49,48.63,48.78,3406,166322
2012/6/15,48.78,49.4,48.68,49.4,6220,305648
2012/6/18,50.4,50.5,50,50.2,9888,496283
2012/6/19,50,50.1,49.86,49.91,7269,363095
2012/6/20,50.15,50.45,50.15,50.45,9657,485881
2012/6/21,50.2,50.3,49.88,50.15,4587,229559
2012/6/22,49.2,49.62,49.2,49.56,6192,306255
2012/6/25,49.04,49.29,49.03,49.2,7113,349549
2012/6/26,49,49.1,48.85,48.99,15276,748241
2012/6/27,48.88,49.5,48.86,49.45,7521,370467
2012/6/28,49.7,49.75,49.43,49.53,10454,517727
2012/6/29,49.48,50.3,49.35,50.2,13652,681895
2012/7/2,50.5,50.7,50.3,50.6,9704,490223
2012/7/3,50.8,51.5,50.75,51.2,17112,875606
2012/7/4,51.45,51.75,51.25,51.4,9961,513096
2012/7/5,51.45,51.65,51.25,51.3,4999,256907
2012/7/6,51.45,51.55,50.95,51,11019,563639
2012/7/9,50.8,51.05,50.65,50.95,5880,298939
2012/7/10,50.95,51,50.3,50.4,9034,457489
2012/7/11,50.3,50.55,50.15,50.55,4163,209730
2012/7/12,50.45,50.5,49.55,49.65,15500,772037
2012/7/13,49.5,49.7,49.35,49.5,7929,392376
2012/7/16,49.75,49.8,49.25,49.5,6443,318754
2012/7/17,49.5,50.05,49.4,49.85,6753,336062
2012/7/18,49.8,49.8,49.18,49.2,8506,420343
2012/7/19,49.7,50.3,49.66,50.2,7663,383438
2012/7/20,50.15,50.25,49.95,50.15,5701,285440
2012/7/23,49.65,49.7,49.04,49.25,14881,731893
2012/7/24,49.2,49.2,48.89,49.12,22241,1089951
2012/7/25,48.82,49.21,48.51,48.86,16634,812609
2012/7/26,49.33,49.33,48.78,48.94,8170,400096
2012/7/27,49.5,49.95,49.35,49.92,9753,484417
2012/7/30,50,50.55,50,50.25,10029,504650
2012/7/31,50.5,51.1,50.1,51.1,14837,752408
2012/8/1,50.9,51.3,50.8,51.2,6882,351451
2012/8/3,50.75,50.9,50.55,50.9,5087,258149
2012/8/6,51.9,52,51.45,51.55,11036,570637
2012/8/7,51.6,51.65,51.4,51.6,4203,216575
2012/8/8,51.95,52.2,51.7,51.75,9545,496033
2012/8/9,52.1,52.9,52.1,52.85,21225,1115574
2012/8/10,52.85,53.05,52.75,52.8,11291,597431
2012/8/13,53,53.25,52.95,53,15662,831229
2012/8/14,53.1,53.55,53,53.25,16024,854492
2012/8/15,53.2,53.4,52.95,53.05,11947,634682
2012/8/16,53.1,53.5,53,53.2,7954,423898
2012/8/17,53.35,53.35,52.95,52.95,5271,279669
2012/8/20,52.85,53.05,52.55,52.8,9862,520221
2012/8/21,52.95,53.8,52.95,53.4,27067,1449815
2012/8/22,53.35,53.4,53,53.35,5561,295806
2012/8/23,53.2,53.5,53.15,53.3,8522,454200
2012/8/24,53,53.2,52.95,53.1,11024,585208
2012/8/27,53.45,53.55,53,53.2,7382,392803
2012/8/28,52.95,52.95,52.45,52.5,9135,480749
2012/8/29,52.4,52.8,52.4,52.7,2819,148463
2012/8/30,52.45,52.7,52.4,52.55,6948,364960
2012/8/31,52.5,52.85,52.45,52.75,3003,158161
2012/9/3,52.7,53.25,52.7,53.15,7154,379685
2012/9/4,53.15,53.3,53,53.05,7305,387907
2012/9/5,52.9,52.9,52.35,52.35,5020,263426
2012/9/6,52.3,52.5,51.9,52.15,5867,305950
2012/9/7,53.1,53.2,52.8,52.95,7668,406457
2012/9/10,52.95,53.35,52.9,53.35,8807,468549
2012/9/11,53.35,53.5,53.25,53.3,8197,437512
2012/9/12,53.75,54.15,53.75,54.05,21343,1152027
2012/9/13,54.2,54.3,54.05,54.15,11501,623341
2012/9/14,54.8,55.6,54.8,55.5,35619,1967238
2012/9/17,55.5,55.8,55.35,55.6,20150,1120483
2012/9/18,55.5,55.6,55.25,55.4,17292,958883
2012/9/19,55.45,55.75,55.35,55.65,20680,1148672
2012/9/20,55.55,55.65,55.1,55.25,12363,684405
2012/9/21,55.35,55.6,55.35,55.45,11670,647386
2012/9/24,55.3,55.7,54.95,55.5,15114,834211
2012/9/25,55.6,55.65,55.25,55.3,7764,430403
2012/9/26,54.9,55.15,54.75,54.9,5913,324391
2012/9/27,54.8,55.15,54.8,55.1,4809,264440
2012/9/28,55.25,55.35,54.8,55.15,4581,252268
2012/10/1,55,55.1,54.75,55,4007,219963
2012/10/2,55.1,55.35,54.95,55.25,6553,361735
2012/10/3,55.25,55.3,54.9,55,3633,200292
2012/10/4,55,55.1,54.5,55.05,8104,444745
2012/10/5,55,55.3,55,55.1,11700,645230
2012/10/8,55,55.05,54.55,54.65,9556,522840
2012/10/9,54.75,54.75,54.4,54.4,8493,463363
2012/10/11,53.7,53.7,53.2,53.3,30659,1639204
2012/10/12,53.3,53.4,52.9,53.15,16268,864869
2012/10/15,53.05,53.25,53,53.25,10242,543893
2012/10/16,53.4,53.5,53.3,53.5,8037,429367
2012/10/17,53.9,53.9,53.3,53.4,16203,867885
2012/10/18,53.7,53.8,53.45,53.65,11622,623289
2012/10/19,53.6,53.6,53.05,53.25,16780,892423
2012/10/22,52.6,52.9,52.4,52.9,13006,684719
2012/10/23,52.9,53.1,52.65,52.9,30800,1627934
2012/10/24,50.55,51,50.45,51,18504,939184
2012/10/25,50.95,50.95,50.45,50.5,20563,1042608
2012/10/26,50.7,50.75,49.87,49.91,26363,1323238
2012/10/29,49.99,50.2,49.87,50,15100,755045
2012/10/30,50.3,50.65,50.2,50.45,12686,639301
2012/10/31,50.7,50.7,50.2,50.4,6854,345542
2012/11/1,50.1,50.55,49.6,50.35,16368,818678
2012/11/2,50.7,50.7,50.5,50.7,7149,361768
2012/11/5,50.55,50.7,50.3,50.5,8126,410260
2012/11/6,50.65,50.95,50.4,50.9,9619,486790
2012/11/7,50.9,51.2,50.65,51.15,11046,563106
2012/11/8,50.6,50.75,50.5,50.75,9785,495393
2012/11/9,50.35,51.3,50.25,51.1,10006,508918
2012/11/12,51.3,51.3,50.85,50.9,7505,383047
2012/11/13,51,51,50,50.05,14839,744809
2012/11/14,49.95,50.25,49.82,50.15,7656,383172
2012/11/15,50,50.25,49.5,50,11846,590222
2012/11/16,49.95,50.35,49.78,49.94,13699,684773
2012/11/19,50.3,50.35,50.05,50.25,4365,219249
2012/11/20,50.7,50.7,50.25,50.35,4986,251376
2012/11/21,50.45,50.5,49.7,49.97,13326,667474
2012/11/22,50.3,50.35,50.1,50.2,7870,395166
2012/11/23,50.55,51.8,50.5,51.7,19224,985124
2012/11/26,51.8,52.3,51.8,52.2,13124,684438
2012/11/27,52.2,52.5,52,52.4,8538,446540
2012/11/28,52.4,52.5,52.2,52.45,4524,236735
2012/11/29,52.65,53.1,52.65,53.1,19858,1051076
2012/11/30,53.1,53.7,53,53.55,29759,1591443
2012/12/3,53.55,53.8,53.2,53.5,11201,600297
2012/12/4,53.05,53.45,53.05,53.45,10697,569376
2012/12/5,53.3,53.8,53.1,53.75,13588,726433
2012/12/6,53.75,53.75,53.45,53.6,11295,605388
2012/12/7,53.65,54.05,53.65,53.9,16314,879443
2012/12/10,53.9,54.05,53.5,53.7,9933,534102
2012/12/11,53.65,53.8,53.3,53.65,8905,476963
2012/12/12,53.8,54.3,53.8,54.1,18650,1008894
2012/12/13,54.3,54.8,54.25,54.7,22337,1217806
2012/12/14,54.6,54.6,54.2,54.2,9059,492300
2012/12/17,54.2,54.2,53.4,53.5,5560,298483
2012/12/18,53.75,53.75,53.4,53.55,6361,340478
2012/12/19,53.95,53.95,53.6,53.7,4659,250353
2012/12/20,53.35,53.5,53.05,53.05,7276,387312
2012/12/21,53.05,53.2,52.4,52.8,11689,615645
2012/12/22,52.6,53,52.6,52.95,4239,224049
2012/12/24,52.9,53.05,52.65,52.7,4392,231942
2012/12/25,52.75,53.7,52.75,53.6,11578,618370
2012/12/26,53.6,53.75,53.4,53.5,18128,971242
2012/12/27,53.2,53.6,53.2,53.45,11014,588267
2012/12/28,53.7,53.95,53.65,53.8,19933,1072074
2013/1/2,54,54.65,53.9,54.4,16488,896311
2013/1/3,54.9,55.05,54.65,54.85,29021,1592306
2013/1/4,54.85,54.85,54.4,54.5,9838,536506
2013/1/7,54.55,54.55,53.9,54.25,8911,483016
2013/1/8,54,54.2,53.65,53.9,12507,673989
2013/1/9,53.75,54.3,53.75,54.1,7529,407184
2013/1/10,54.3,54.65,54.15,54.5,13954,760153
2013/1/11,54.7,54.8,54.35,54.45,11838,646271
2013/1/14,54,54.5,53.8,54.5,7282,393925
2013/1/15,54.2,54.45,53.9,54,6610,357735
2013/1/16,54.05,54.05,53.7,53.7,8142,438233
2013/1/17,53.9,54.2,53.2,53.3,10084,541563
2013/1/18,53.95,53.95,53.7,53.95,5410,291355
2013/1/21,53.95,54.05,53.55,53.9,4526,243872
2013/1/22,54.3,54.3,53.7,54.05,10501,567964
2013/1/23,54.2,54.3,53.9,54,7267,392940
2013/1/24,53.75,53.9,53.25,53.7,11334,608084
2013/1/25,53.65,53.7,53.2,53.5,8521,455161
2013/1/28,53.7,53.95,53.65,53.75,8709,468347
2013/1/29,53.95,54.5,53.95,54.5,21973,1191891
2013/1/30,54.5,54.75,54.45,54.6,21672,1183404
2013/1/31,54.5,54.6,54.3,54.6,12643,688779
2013/2/1,54.7,54.85,54.6,54.8,15058,824656
2013/2/4,54.85,55.4,54.85,55.2,30981,1709856
2013/2/5,54.9,55.1,54.9,55,15988,878945
2013/2/6,55.2,55.5,55.2,55.4,29434,1629884
2013/2/18,55.5,55.9,55.45,55.6,29740,1655484
2013/2/19,55.6,55.75,55.55,55.65,16817,936045
2013/2/20,55.9,56.2,55.9,56.1,21814,1223539
2013/2/21,55.9,56.05,55.7,55.7,9951,556204
2013/2/22,55.6,55.85,55.35,55.5,9131,507372
2013/2/23,55.7,55.9,55.65,55.8,6376,355759
2013/2/25,55.8,55.8,55.55,55.7,10432,580782
2013/2/26,55.25,55.4,55.05,55.1,6754,372791
2013/2/27,55.05,55.2,54.95,55.2,4605,253713
2013/3/1,55.35,55.55,55.3,55.4,5730,317569
2013/3/4,55.4,55.45,54.7,54.75,8270,454255
2013/3/5,54.9,55.35,54.9,55.2,16081,884933
2013/3/6,55.7,55.75,55.2,55.45,4641,257531
2013/3/7,55.2,55.65,55.2,55.4,5956,330452
2013/3/8,55.6,55.9,55.6,55.8,12381,690617
2013/3/11,55.8,56.1,55.6,55.9,12066,674388
2013/3/12,55.9,56,55.55,55.55,7443,415510
2013/3/13,55.6,55.95,55.3,55.65,10206,568132
2013/3/14,55.5,55.6,55.35,55.6,12133,672911
2013/3/15,55.6,55.7,55.2,55.2,9552,529341
2013/3/18,55,55,54.3,54.5,13219,721312
2013/3/19,54.7,54.75,54.5,54.6,3374,184302
2013/3/20,54.35,54.55,54.15,54.25,8821,479368
2013/3/21,54.4,54.45,54.25,54.3,4930,267994
2013/3/22,54.2,54.35,54.15,54.15,8202,445102
2013/3/25,54.75,54.75,54.45,54.55,2649,144567
2013/3/26,54.55,54.6,54.45,54.55,1956,106683
2013/3/27,54.6,54.85,54.45,54.7,4540,248241
2013/3/28,54.7,54.75,54.4,54.55,3316,180676
2013/3/29,54.85,55.15,54.7,55.1,5876,322903
2013/4/1,55.1,55.2,54.95,55,3729,205266
2013/4/2,55,55.1,54.7,54.85,4937,271289
2013/4/3,55.1,55.15,54.9,55,2926,160976
2013/4/8,54.45,54.5,53.85,53.85,18560,1002860
2013/4/9,54,54.05,53.6,53.7,7681,413471
2013/4/10,53.75,53.95,53.6,53.8,3118,167630
2013/4/11,53.95,54.4,53.95,54.35,9842,533758
2013/4/12,54.4,54.5,54.2,54.35,2285,124173
2013/4/15,54.25,54.35,53.75,53.9,4112,221986
2013/4/16,53.5,54,53.45,54,5150,276687
2013/4/17,54,54.1,53.85,53.9,4995,269566
2013/4/18,53.55,54.1,53.55,53.85,5606,301895
2013/4/19,54.25,55.5,54.25,55.45,22459,1237684
2013/4/22,55.55,55.65,55.3,55.4,11412,633682
2013/4/23,55.4,55.4,54.95,55.1,3674,202446
2013/4/24,55.35,55.75,55.25,55.55,12432,690771
2013/4/25,55.45,55.75,55.4,55.65,11885,661450
2013/4/26,55.8,56.2,55.8,55.85,11113,622403
2013/4/29,55.9,56,55.75,55.8,8140,454739
2013/4/30,56.25,56.55,56.25,56.4,17617,994043
2013/5/2,56.35,56.65,56.35,56.55,15920,899914
2013/5/3,56.85,57,56.65,56.65,13218,751481
2013/5/6,57,57.15,56.9,56.9,8576,488875
2013/5/7,56.9,57.2,56.8,57.1,14262,813797
2013/5/8,57.2,58.1,57.2,57.85,21793,1258269
2013/5/9,58.2,58.45,58.15,58.2,17797,1037335
2013/5/10,58.1,58.15,57.85,57.9,9241,535857
2013/5/13,57.9,58,57.6,57.75,6700,387396
2013/5/14,58,58.25,57.75,57.9,10934,634102
2013/5/15,58.1,58.1,57.65,57.95,11720,678724
2013/5/16,58.5,58.9,58.4,58.7,32188,1888456
2013/5/17,58.6,58.7,58.4,58.4,8652,506338
2013/5/20,58.3,58.5,58.1,58.3,7993,466046
2013/5/21,58.35,58.7,58.15,58.3,6990,408198
2013/5/22,58.65,58.7,58.2,58.25,7429,433864
2013/5/23,57.9,58,57,57,14866,854335
2013/5/24,57,57.2,56.6,56.85,6950,395777
2013/5/27,56.8,57.35,56.8,57.35,3286,187925
2013/5/28,57.4,57.45,57.15,57.15,2343,134259
2013/5/29,57.35,57.8,57.35,57.65,7989,460199
2013/5/30,57.4,57.45,56.85,56.95,8824,503172
2013/5/31,57.5,57.7,56.8,56.95,9240,528580
2013/6/3,56.45,56.75,56.25,56.7,6539,369199
2013/6/4,56.7,56.8,56.35,56.6,4243,239912
2013/6/5,56.55,56.75,56.35,56.6,3460,195737
2013/6/6,56.2,56.3,55.75,55.9,15077,843973
2013/6/7,55.95,56.15,55.9,56.05,9058,507189
2013/6/10,56.55,56.7,56.4,56.5,3505,198282
2013/6/11,56.55,56.65,56.25,56.35,4689,264736
2013/6/13,55.9,55.9,55,55,33024,1823370
2013/6/14,55.15,55.15,54.7,54.8,18099,994222
2013/6/17,54.85,55.15,54.8,55.15,5347,294417
2013/6/18,55.15,55.4,54.85,55.4,8772,483237
2013/6/19,55.5,55.5,55.15,55.3,6077,336207
2013/6/20,55,55,54.2,54.25,25488,1389253
